id,active,date_format,decimal_point,direction,iso_code,code,name,grouping,thousands_sep,time_format,translatable
base.lang_ar_EG,True,%d-%m-%Y,.,Right-to-Left,ar,ar_EG,العربية,"[3,0]",",",%I:%M:%S,True
